,MEGA_NM,MEGA_CD,CTY_NM,CTY_CD,HO_CNT,PY_SUM,PR_SUM,PY_10U,PY_10,PY_20,PY_30,PY_40,PY_50O,PR_05U,PR_05,PR_1,PR_2,PR_3,PR_4,PR_5,PR_6,PR_7_O,latitude,longitude
16249,울산광역시,31,동구,31170,163,3068.0,10354000000.0,0,126,37,0,0,0,0,163,0,0,0,0,0,0,0,35.54133013423457,129.4270822493749
16384,울산광역시,31,동구,31170,100,3007.0,20768000000.0,0,0,50,50,0,0,0,0,50,50,0,0,0,0,0,35.52239168724095,129.4278487856301
16400,울산광역시,31,중구,31110,159,4065.0,21816000000.0,0,0,158,1,0,0,0,0,159,0,0,0,0,0,0,35.55767739518091,129.33802114559643
16436,울산광역시,31,북구,31200,249,3494.0,15236000000.0,0,249,0,0,0,0,8,241,0,0,0,0,0,0,0,35.639565951763494,129.35043036107658
16457,울산광역시,31,동구,31170,110,1841.0,6104000000.0,0,110,0,0,0,0,10,100,0,0,0,0,0,0,0,35.485623847061156,129.41176713173718
16547,울산광역시,31,동구,31170,150,2486.0,8830000000.0,0,150,0,0,0,0,10,140,0,0,0,0,0,0,0,35.52418102155659,129.4289831882001
16655,울산광역시,31,남구,31140,199,5918.0,32944000000.0,0,0,99,100,0,0,0,0,199,0,0,0,0,0,0,35.52629241205144,129.32316387129902
16656,울산광역시,31,중구,31110,30,539.0,1446000000.0,0,30,0,0,0,0,24,6,0,0,0,0,0,0,0,35.56306026225101,129.34031719473685
16657,울산광역시,31,중구,31110,96,2448.0,9320000000.0,0,0,96,0,0,0,0,48,48,0,0,0,0,0,0,35.55000121741799,129.2981849853026
16771,울산광역시,31,중구,31110,87,2233.0,17705000000.0,0,0,87,0,0,0,0,0,17,70,0,0,0,0,0,35.562072749021254,129.3480229066937
16879,울산광역시,31,울주군,31710,153,3273.0,9737000000.0,0,33,120,0,0,0,0,153,0,0,0,0,0,0,0,35.55976627046893,129.2266380296321
16880,울산광역시,31,남구,31140,147,3585.0,13154000000.0,0,0,147,0,0,0,0,147,0,0,0,0,0,0,0,35.511932873370135,129.31741524398075
16930,울산광역시,31,중구,31110,185,5595.0,48760000000.0,0,0,118,63,4,0,0,0,23,99,63,0,0,0,0,35.54984565112487,129.3125215814478
16931,울산광역시,31,북구,31200,109,3024.0,11647000000.0,0,8,62,39,0,0,0,70,39,0,0,0,0,0,0,35.641602294189354,129.32948368823006
16979,울산광역시,31,북구,31200,78,2355.0,10326000000.0,0,0,0,78,0,0,0,0,78,0,0,0,0,0,0,35.585380568948466,129.35944924276004
16998,울산광역시,31,남구,31140,132,3392.0,17940000000.0,0,0,132,0,0,0,0,0,132,0,0,0,0,0,0,35.52618290094895,129.33308619856962
16999,울산광역시,31,북구,31200,69,1772.0,10527000000.0,0,0,69,0,0,0,0,0,69,0,0,0,0,0,0,35.591639168456254,129.36396958460855
17000,울산광역시,31,울주군,31710,100,3958.0,27796000000.0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,35.54420620564872,129.24956219303232
17041,울산광역시,31,울주군,31710,82,2104.0,5958000000.0,0,0,82,0,0,0,0,82,0,0,0,0,0,0,0,35.40953352844816,129.28381108274212
17218,울산광역시,31,북구,31200,180,2694.0,6324000000.0,0,180,0,0,0,0,180,0,0,0,0,0,0,0,0,35.634453387628035,129.3238441762306
17219,울산광역시,31,북구,31200,120,1702.0,6315000000.0,0,120,0,0,0,0,0,120,0,0,0,0,0,0,0,35.59158902625245,129.3683830211175
17220,울산광역시,31,울주군,31710,160,3132.0,7366000000.0,0,128,32,0,0,0,128,32,0,0,0,0,0,0,0,35.54465797614311,129.11169992657378
17713,울산광역시,31,남구,31140,44,1013.0,2917000000.0,0,4,40,0,0,0,3,41,0,0,0,0,0,0,0,35.53358702900619,129.3155644346293
17714,울산광역시,31,남구,31140,171,3090.0,10634000000.0,0,171,0,0,0,0,0,171,0,0,0,0,0,0,0,35.54777687796888,129.2529266884434
17715,울산광역시,31,남구,31140,132,5427.0,24062000000.0,0,0,0,0,132,0,0,0,132,0,0,0,0,0,0,35.54240528577189,129.33335523037707
17716,울산광역시,31,남구,31140,128,2583.0,6956000000.0,0,80,48,0,0,0,40,88,0,0,0,0,0,0,0,35.51463663090038,129.31745951874214
17717,울산광역시,31,남구,31140,75,1204.0,2584000000.0,0,75,0,0,0,0,75,0,0,0,0,0,0,0,0,35.514442269820684,129.3350966655776
17718,울산광역시,31,남구,31140,40,861.0,2638000000.0,0,0,40,0,0,0,0,40,0,0,0,0,0,0,0,35.53463222129734,129.30234794496857
17719,울산광역시,31,남구,31140,28,720.0,3088000000.0,0,0,28,0,0,0,0,0,28,0,0,0,0,0,0,35.53725218675338,129.3101102438108
17720,울산광역시,31,남구,31140,50,755.0,1914000000.0,0,49,0,1,0,0,50,0,0,0,0,0,0,0,0,35.52278406243411,129.31428506210887
17721,울산광역시,31,남구,31140,107,2613.0,20789000000.0,0,0,107,0,0,0,0,0,55,52,0,0,0,0,0,35.522711638793815,129.32089968881297
17722,울산광역시,31,남구,31140,40,710.0,2815000000.0,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,35.533885261260075,129.28799955759027
17723,울산광역시,31,동구,31170,52,1211.0,2481000000.0,0,0,52,0,0,0,28,24,0,0,0,0,0,0,0,35.48729658121133,129.4228178085428
17724,울산광역시,31,동구,31170,96,2095.0,5352000000.0,0,0,96,0,0,0,0,96,0,0,0,0,0,0,0,35.48012585200338,129.4193850433415
17725,울산광역시,31,동구,31170,124,2683.0,8016000000.0,0,52,72,0,0,0,3,121,0,0,0,0,0,0,0,35.47840115241975,129.41274257209142
17726,울산광역시,31,동구,31170,120,2056.0,6704000000.0,0,120,0,0,0,0,0,120,0,0,0,0,0,0,0,35.505268684639695,129.42754496078913
17727,울산광역시,31,동구,31170,538,4649.0,11430000000.0,538,0,0,0,0,0,538,0,0,0,0,0,0,0,0,35.490953456938925,129.4184736755153
17728,울산광역시,31,북구,31200,120,2672.0,10480000000.0,0,0,120,0,0,0,0,120,0,0,0,0,0,0,0,35.62709690967204,129.33697139320032
17729,울산광역시,31,북구,31200,120,2177.0,8488000000.0,0,120,0,0,0,0,0,120,0,0,0,0,0,0,0,35.62706002797751,129.34028296953323
17730,울산광역시,31,북구,31200,165,3482.0,9698000000.0,0,75,90,0,0,0,10,155,0,0,0,0,0,0,0,35.632405704385675,129.3458930932608
17731,울산광역시,31,울주군,31710,42,1126.0,1500000000.0,0,0,42,0,0,0,42,0,0,0,0,0,0,0,0,35.429053073780395,129.31275686190247
17732,울산광역시,31,중구,31110,40,713.0,1738000000.0,0,40,0,0,0,0,38,2,0,0,0,0,0,0,0,35.5639245813174,129.34364120885584
17733,울산광역시,31,중구,31110,76,1935.0,10370000000.0,0,0,76,0,0,0,0,0,76,0,0,0,0,0,0,35.54769000400392,129.34447265884214
17734,울산광역시,31,중구,31110,134,3382.0,17416000000.0,0,0,134,0,0,0,0,0,134,0,0,0,0,0,0,35.55857863345196,129.33803615875863
17735,울산광역시,31,중구,31110,95,1603.0,3783000000.0,0,95,0,0,0,0,87,8,0,0,0,0,0,0,0,35.55587491821854,129.33799112127141
17736,울산광역시,31,중구,31110,198,4174.0,11626000000.0,0,48,150,0,0,0,34,164,0,0,0,0,0,0,0,35.56144099642485,129.32374271723555
18106,울산광역시,31,남구,31140,90,1633.0,7764000000.0,0,90,0,0,0,0,0,90,0,0,0,0,0,0,0,35.55036530686854,129.26399727890174
18107,울산광역시,31,남구,31140,40,538.0,1460000000.0,0,40,0,0,0,0,40,0,0,0,0,0,0,0,0,35.51351654831115,129.33728631648654
18108,울산광역시,31,동구,31170,48,1223.0,4565000000.0,0,0,48,0,0,0,0,48,0,0,0,0,0,0,0,35.48196720933465,129.41611129855548
18109,울산광역시,31,동구,31170,118,2793.0,11851000000.0,0,21,97,0,0,0,12,26,80,0,0,0,0,0,0,35.483717732500104,129.42055041892863
18110,울산광역시,31,중구,31110,80,1918.0,7470000000.0,0,0,80,0,0,0,0,70,10,0,0,0,0,0,0,35.55322018378144,129.33353470438365
18258,울산광역시,31,남구,31140,238,6651.0,37750000000.0,0,0,180,58,0,0,0,28,152,58,0,0,0,0,0,35.538788091364474,129.33439807698494
18323,울산광역시,31,남구,31140,24,476.0,2074000000.0,0,3,21,0,0,0,0,24,0,0,0,0,0,0,0,35.53099135628647,129.30559721623226
18330,울산광역시,31,남구,31140,50,2130.0,20068000000.0,0,0,0,26,22,2,0,0,0,0,30,18,0,2,0,35.52748171049913,129.29671860628287
18350,울산광역시,31,울주군,31710,105,2677.0,17037000000.0,0,0,105,0,0,0,0,0,105,0,0,0,0,0,0,35.56859769626967,129.2444253643372
18351,울산광역시,31,북구,31200,29,745.0,3338000000.0,0,0,29,0,0,0,0,2,27,0,0,0,0,0,0,35.653084258556774,129.35065839933438
18395,울산광역시,31,울주군,31710,160,2412.0,8216000000.0,0,160,0,0,0,0,22,138,0,0,0,0,0,0,0,35.56890124099597,129.12196528289488
18407,울산광역시,31,남구,31140,78,3626.0,17400000000.0,0,0,0,0,78,0,0,0,0,78,0,0,0,0,0,35.54512122883651,129.332297352911
18408,울산광역시,31,남구,31140,326,9574.0,75096000000.0,0,36,194,0,96,0,0,0,79,169,78,0,0,0,0,35.5281312335185,129.31988600311465
18472,울산광역시,31,동구,31170,42,1075.0,5308000000.0,0,0,42,0,0,0,0,0,42,0,0,0,0,0,0,35.48373072670424,129.41944856158736
18473,울산광역시,31,중구,31110,138,3392.0,24966000000.0,0,72,0,66,0,0,0,0,72,66,0,0,0,0,0,35.56398606013596,129.33812625172925
18578,울산광역시,31,남구,31140,20,376.0,1096000000.0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,35.52446565112441,129.32533913085683
18638,울산광역시,31,동구,31170,42,993.0,4291000000.0,0,0,42,0,0,0,0,7,35,0,0,0,0,0,0,35.482031874386216,129.41060211366536
18639,울산광역시,31,울주군,31710,210,3933.0,6658000000.0,0,115,95,0,0,0,210,0,0,0,0,0,0,0,0,35.423657462267144,129.3115678232347
18669,울산광역시,31,남구,31140,35,775.0,1894000000.0,0,11,24,0,0,0,11,24,0,0,0,0,0,0,0,35.54446219499722,129.31022777936673
18820,울산광역시,31,동구,31170,326,7870.0,53394000000.0,0,0,326,0,0,0,0,0,326,0,0,0,0,0,0,35.52151661314775,129.42562804802927
18821,울산광역시,31,동구,31170,118,2349.0,8744000000.0,0,88,30,0,0,0,0,118,0,0,0,0,0,0,0,35.5196880586299,129.42780079624882
18822,울산광역시,31,남구,31140,130,2867.0,14076000000.0,0,52,78,0,0,0,0,56,74,0,0,0,0,0,0,35.53022108525499,129.29345456308147
18823,울산광역시,31,중구,31110,27,561.0,1359000000.0,0,0,27,0,0,0,9,18,0,0,0,0,0,0,0,35.55616641947282,129.3115217618889
18882,울산광역시,31,남구,31140,113,1014.0,3473000000.0,113,0,0,0,0,0,113,0,0,0,0,0,0,0,0,35.52807064184384,129.32539854685473
18883,울산광역시,31,동구,31170,30,539.0,2646000000.0,0,30,0,0,0,0,0,30,0,0,0,0,0,0,0,35.50981391389068,129.42431825830127
18884,울산광역시,31,북구,31200,156,3299.0,7284000000.0,0,97,59,0,0,0,97,59,0,0,0,0,0,0,0,35.659491785434206,129.34193046518615
18928,울산광역시,31,북구,31200,114,2929.0,16688000000.0,0,0,114,0,0,0,0,0,114,0,0,0,0,0,0,35.54726517033931,129.38196634644441
18957,울산광역시,31,남구,31140,205,4227.0,16230000000.0,0,145,30,30,0,0,0,175,30,0,0,0,0,0,0,35.512834126020074,129.3174300015794
18968,울산광역시,31,중구,31110,92,2364.0,20508000000.0,0,0,92,0,0,0,0,0,0,92,0,0,0,0,0,35.55805284828634,129.3038307201587
19170,울산광역시,31,울주군,31710,208,4457.0,14544000000.0,0,48,160,0,0,0,0,208,0,0,0,0,0,0,0,35.567776078361454,129.23668978501257
19171,울산광역시,31,울주군,31710,206,5386.0,29779000000.0,0,0,184,22,0,0,0,0,206,0,0,0,0,0,0,35.55906882270977,129.11300258954293
19172,울산광역시,31,울주군,31710,45,814.0,1530000000.0,0,45,0,0,0,0,45,0,0,0,0,0,0,0,0,35.38095868063523,129.3416943758689
19674,울산광역시,31,남구,31140,89,1198.0,5660000000.0,0,89,0,0,0,0,0,89,0,0,0,0,0,0,0,35.5316877704125,129.324355416683
19675,울산광역시,31,남구,31140,130,3094.0,10206000000.0,0,18,112,0,0,0,0,130,0,0,0,0,0,0,0,35.53695013793421,129.25386073171916
19676,울산광역시,31,남구,31140,70,796.0,3927000000.0,35,35,0,0,0,0,28,42,0,0,0,0,0,0,0,35.54575428716935,129.27385135602594
19677,울산광역시,31,남구,31140,194,3792.0,14770000000.0,0,154,40,0,0,0,0,178,16,0,0,0,0,0,0,35.548620587384605,129.2584548394869
19678,울산광역시,31,남구,31140,366,10425.0,50518000000.0,0,92,160,0,114,0,0,92,274,0,0,0,0,0,0,35.54130723174657,129.35098319081
19679,울산광역시,31,남구,31140,72,1489.0,3631000000.0,0,0,72,0,0,0,32,40,0,0,0,0,0,0,0,35.50993603870433,129.3350218926411
19680,울산광역시,31,남구,31140,132,2559.0,15076000000.0,0,110,22,0,0,0,0,20,112,0,0,0,0,0,0,35.530185483467925,129.29676221210835
19681,울산광역시,31,남구,31140,215,6191.0,59708000000.0,0,0,79,136,0,0,0,0,0,147,68,0,0,0,0,35.53379051213687,129.29682036224358
19682,울산광역시,31,남구,31140,54,1206.0,3998000000.0,0,4,50,0,0,0,4,50,0,0,0,0,0,0,0,35.52263885255858,129.3275142918611
19683,울산광역시,31,남구,31140,120,3076.0,21696000000.0,0,0,120,0,0,0,0,0,120,0,0,0,0,0,0,35.520957458348654,129.3164604359753
19684,울산광역시,31,동구,31170,80,992.0,2074000000.0,0,80,0,0,0,0,80,0,0,0,0,0,0,0,0,35.54220516562715,129.42930355565048
19685,울산광역시,31,동구,31170,60,1088.0,5784000000.0,0,60,0,0,0,0,0,60,0,0,0,0,0,0,0,35.512491444504256,129.42657060907055
19686,울산광역시,31,동구,31170,50,1212.0,4140000000.0,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,35.50445871255992,129.41981401045626
19687,울산광역시,31,동구,31170,140,2279.0,8386000000.0,0,140,0,0,0,0,0,140,0,0,0,0,0,0,0,35.49997860870679,129.41753037379985
19688,울산광역시,31,동구,31170,140,2279.0,8386000000.0,0,140,0,0,0,0,0,140,0,0,0,0,0,0,0,35.499077391915456,129.417514505091
19689,울산광역시,31,북구,31200,66,2542.0,14996000000.0,0,0,0,64,0,2,0,0,8,56,0,2,0,0,0,35.630763097363435,129.3315120015453
19690,울산광역시,31,북구,31200,284,6969.0,31640000000.0,0,0,284,0,0,0,0,36,248,0,0,0,0,0,0,35.5475538330267,129.356603055257
19691,울산광역시,31,북구,31200,268,4198.0,13226000000.0,0,268,0,0,0,0,124,144,0,0,0,0,0,0,0,35.550307194000375,129.35223751194482
19692,울산광역시,31,울주군,31710,60,1542.0,5388000000.0,0,0,60,0,0,0,0,60,0,0,0,0,0,0,0,35.404114113424484,129.28482596391171
19693,울산광역시,31,울주군,31710,180,3264.0,10512000000.0,0,180,0,0,0,0,0,180,0,0,0,0,0,0,0,35.40501539385711,129.28484030018623
19694,울산광역시,31,중구,31110,90,2183.0,14294000000.0,0,24,48,18,0,0,0,0,72,18,0,0,0,0,0,35.551910433729546,129.28828849024552
20056,울산광역시,31,남구,31140,195,4199.0,26197000000.0,0,95,100,0,0,0,0,0,195,0,0,0,0,0,0,35.52811913533169,129.32098851317838
20057,울산광역시,31,남구,31140,71,1813.0,9232000000.0,0,1,69,1,0,0,0,1,70,0,0,0,0,0,0,35.53188064156528,129.30671441988542
20058,울산광역시,31,남구,31140,75,1396.0,9686000000.0,0,68,7,0,0,0,0,0,75,0,0,0,0,0,0,35.52273582029577,129.31869481586753
20118,울산광역시,31,북구,31200,80,2056.0,10064000000.0,0,0,80,0,0,0,0,0,80,0,0,0,0,0,0,35.58619424030402,129.36718751813947
20205,울산광역시,31,남구,31140,252,7095.0,35232000000.0,0,0,192,60,0,0,0,0,252,0,0,0,0,0,0,35.54059057607857,129.33442800202687
20222,울산광역시,31,북구,31200,366,10032.0,57269000000.0,0,0,306,60,0,0,0,0,366,0,0,0,0,0,0,35.63082411993894,129.32599243003395
20225,울산광역시,31,동구,31170,49,1095.0,5224000000.0,0,3,46,0,0,0,0,24,25,0,0,0,0,0,0,35.50528174954778,129.42644281251538
20226,울산광역시,31,울주군,31710,60,1286.0,2297000000.0,0,0,60,0,0,0,60,0,0,0,0,0,0,0,0,35.41043480843287,129.28382541058505
20277,울산광역시,31,동구,31170,30,738.0,3158000000.0,0,4,26,0,0,0,0,4,26,0,0,0,0,0,0,35.50705803252217,129.42867910246142
20358,울산광역시,31,남구,31140,210,2955.0,12726000000.0,0,210,0,0,0,0,0,210,0,0,0,0,0,0,0,35.51995940957652,129.32526487569467
20359,울산광역시,31,울주군,31710,30,770.0,2252000000.0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,0,35.488620306881224,129.30601204281626
20425,울산광역시,31,남구,31140,408,8896.0,48396000000.0,0,150,258,0,0,0,0,84,324,0,0,0,0,0,0,35.54413426089073,129.34000147015388
20426,울산광역시,31,남구,31140,148,2116.0,12658000000.0,0,148,0,0,0,0,0,98,50,0,0,0,0,0,0,35.529008275603765,129.32210584126773
20427,울산광역시,31,동구,31170,72,1783.0,6846000000.0,0,7,65,0,0,0,0,42,30,0,0,0,0,0,0,35.48285546562067,129.4172289887562
20471,울산광역시,31,북구,31200,120,2786.0,6496000000.0,0,0,120,0,0,0,24,96,0,0,0,0,0,0,0,35.65318323020038,129.34182468969948
20516,울산광역시,31,동구,31170,190,3435.0,15497000000.0,0,190,0,0,0,0,0,190,0,0,0,0,0,0,0,35.51967497673827,129.42890314076968
20517,울산광역시,31,동구,31170,72,1229.0,3396000000.0,0,72,0,0,0,0,36,36,0,0,0,0,0,0,0,35.50077568562568,129.42636296271192
20518,울산광역시,31,울주군,31710,34,904.0,3956000000.0,0,0,32,0,2,0,0,0,34,0,0,0,0,0,0,35.43454443585199,129.30513617356243
20612,울산광역시,31,북구,31200,84,2156.0,13704000000.0,0,0,84,0,0,0,0,0,84,0,0,0,0,0,0,35.6344046642527,129.32826003823007
20626,울산광역시,31,울주군,31710,158,4189.0,13866000000.0,0,46,72,40,0,0,24,94,40,0,0,0,0,0,0,35.56776472974105,129.2377928738538
20668,울산광역시,31,북구,31200,124,3824.0,22730000000.0,0,0,0,124,0,0,0,0,118,6,0,0,0,0,0,35.631664327115644,129.33152698210256
20771,울산광역시,31,동구,31170,80,1993.0,4750000000.0,0,0,80,0,0,0,0,80,0,0,0,0,0,0,0,35.48635625743228,129.42610756240708
20772,울산광역시,31,울주군,31710,210,4485.0,12250000000.0,0,120,90,0,0,0,120,90,0,0,0,0,0,0,0,35.408632248324054,129.2837967555352
20816,울산광역시,31,중구,31110,132,6168.0,47649000000.0,0,0,0,0,128,4,0,0,0,0,128,0,4,0,0,35.549761178900795,129.32024124138835
20888,울산광역시,31,북구,31200,82,2106.0,12848000000.0,0,0,82,0,0,0,0,0,82,0,0,0,0,0,0,35.6325655567277,129.3315419633249
21077,울산광역시,31,북구,31200,465,9946.0,24474000000.0,0,182,283,0,0,0,188,277,0,0,0,0,0,0,0,35.66044226299508,129.3375283109376
21078,울산광역시,31,북구,31200,191,4909.0,22364000000.0,0,0,191,0,0,0,0,8,183,0,0,0,0,0,0,35.65218303908644,129.35064319205912
21079,울산광역시,31,북구,31200,390,5837.0,13702000000.0,0,390,0,0,0,0,390,0,0,0,0,0,0,0,0,35.63535461963847,129.32385907274406
21080,울산광역시,31,북구,31200,36,565.0,1608000000.0,0,36,0,0,0,0,36,0,0,0,0,0,0,0,0,35.627775475544034,129.35685602321604
21081,울산광역시,31,북구,31200,140,2812.0,12922000000.0,0,104,36,0,0,0,0,104,36,0,0,0,0,0,0,35.587108001957255,129.36609957691607
21594,울산광역시,31,남구,31140,297,6982.0,37692000000.0,0,207,0,90,0,0,0,159,54,84,0,0,0,0,0,35.532564726528925,129.32657540007597
21595,울산광역시,31,남구,31140,223,4716.0,18926000000.0,0,142,71,10,0,0,0,142,81,0,0,0,0,0,0,35.54953338821675,129.25736612703972
21596,울산광역시,31,남구,31140,228,5709.0,26549000000.0,0,0,228,0,0,0,0,27,201,0,0,0,0,0,0,35.54331874390692,129.3322674705501
21597,울산광역시,31,남구,31140,40,1029.0,5764000000.0,0,7,30,3,0,0,0,1,36,3,0,0,0,0,0,35.540881187913236,129.30796362738863
21598,울산광역시,31,남구,31140,80,1575.0,3821000000.0,0,68,12,0,0,0,68,12,0,0,0,0,0,0,0,35.53636293610886,129.30899292727622
21599,울산광역시,31,남구,31140,75,1575.0,4814000000.0,0,43,32,0,0,0,0,75,0,0,0,0,0,0,0,35.53645858144691,129.30017188366807
21600,울산광역시,31,남구,31140,140,2753.0,15602000000.0,0,112,28,0,0,0,0,114,0,26,0,0,0,0,0,35.52656856672272,129.2978065713954
21601,울산광역시,31,남구,31140,548,11826.0,72094000000.0,0,298,250,0,0,0,0,12,536,0,0,0,0,0,0,35.526280284444404,129.3242663547474
21602,울산광역시,31,동구,31170,147,3038.0,8204000000.0,0,63,72,8,4,0,35,107,5,0,0,0,0,0,0,35.48554614821765,129.41837844230744
21603,울산광역시,31,북구,31200,75,1178.0,5180000000.0,0,75,0,0,0,0,0,75,0,0,0,0,0,0,0,35.64046717319887,129.3504455589033
21604,울산광역시,31,중구,31110,78,1414.0,5908000000.0,0,78,0,0,0,0,0,78,0,0,0,0,0,0,0,35.564773945518276,129.2653272817352
21605,울산광역시,31,중구,31110,44,1499.0,12204000000.0,0,0,0,44,0,0,0,0,0,44,0,0,0,0,0,35.56402282638192,129.3348172694488
21606,울산광역시,31,중구,31110,40,851.0,3268000000.0,0,0,40,0,0,0,0,40,0,0,0,0,0,0,0,35.55505929791326,129.33025600596812
21607,울산광역시,31,중구,31110,70,1508.0,3780000000.0,0,30,40,0,0,0,30,40,0,0,0,0,0,0,0,35.55051646116971,129.3334898269183
21608,울산광역시,31,중구,31110,48,762.0,1702000000.0,0,48,0,0,0,0,48,0,0,0,0,0,0,0,0,35.551442131094966,129.33129913806718
21970,울산광역시,31,북구,31200,150,3768.0,12344000000.0,0,0,150,0,0,0,0,150,0,0,0,0,0,0,0,35.62785006033265,129.35023285071406
21971,울산광역시,31,북구,31200,186,4776.0,25806000000.0,0,0,186,0,0,0,0,0,186,0,0,0,0,0,0,35.62894840339546,129.33258592996881
21972,울산광역시,31,북구,31200,276,5858.0,26648000000.0,0,92,184,0,0,0,0,160,116,0,0,0,0,0,0,35.58899794142345,129.3584069947702
21973,울산광역시,31,울주군,31710,260,4101.0,12115000000.0,0,260,0,0,0,0,108,152,0,0,0,0,0,0,0,35.557963715285986,129.2266104967695
21974,울산광역시,31,중구,31110,103,2631.0,9981000000.0,0,0,103,0,0,0,0,71,32,0,0,0,0,0,0,35.57510463016733,129.31072777143106
22064,울산광역시,31,남구,31140,165,4225.0,27544000000.0,0,0,165,0,0,0,0,0,165,0,0,0,0,0,0,35.5274221785893,129.30223115691228
22065,울산광역시,31,중구,31110,226,5087.0,16843000000.0,0,53,173,0,0,0,0,226,0,0,0,0,0,0,0,35.55355854084253,129.30265471102933
22128,울산광역시,31,남구,31140,238,7977.0,53528000000.0,0,0,40,198,0,0,0,0,24,214,0,0,0,0,0,35.54315915147748,129.3466026790729
22131,울산광역시,31,남구,31140,340,2711.0,12578000000.0,340,0,0,0,0,0,340,0,0,0,0,0,0,0,0,35.530774383413984,129.32544311577752
22175,울산광역시,31,남구,31140,39,813.0,2472000000.0,0,0,39,0,0,0,0,39,0,0,0,0,0,0,0,35.53643473057666,129.302377148464
22294,울산광역시,31,울주군,31710,119,3042.0,25432000000.0,0,0,119,0,0,0,0,0,14,105,0,0,0,0,0,35.55313846088248,129.2574225549804
22377,울산광역시,31,울주군,31710,140,3099.0,8658000000.0,0,60,80,0,0,0,36,104,0,0,0,0,0,0,0,35.56682935193477,129.24108820392408
22424,울산광역시,31,남구,31140,117,2854.0,10468000000.0,0,0,117,0,0,0,0,117,0,0,0,0,0,0,0,35.51103162058034,129.31740048703728
22425,울산광역시,31,동구,31170,64,1071.0,3987000000.0,0,64,0,0,0,0,0,64,0,0,0,0,0,0,0,35.50089279754215,129.41644415009992
22553,울산광역시,31,북구,31200,12,150.0,480000000.0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,35.53547310667184,129.38838040973422
22554,울산광역시,31,중구,31110,112,2376.0,7013000000.0,0,56,56,0,0,0,0,112,0,0,0,0,0,0,0,35.551270281766,129.34673861352726
22680,울산광역시,31,울주군,31710,75,2818.0,17110000000.0,0,0,0,75,0,0,0,0,2,73,0,0,0,0,0,35.56862050525187,129.24221916875976
22681,울산광역시,31,남구,31140,243,7139.0,43589000000.0,0,0,143,100,0,0,0,0,155,88,0,0,0,0,0,35.52720577839791,129.32207620455958
22682,울산광역시,31,북구,31200,222,2885.0,12384000000.0,0,222,0,0,0,0,16,206,0,0,0,0,0,0,0,35.638652319749625,129.35151917631558
22999,울산광역시,31,북구,31200,188,3408.0,7733000000.0,0,188,0,0,0,0,188,0,0,0,0,0,0,0,0,35.65955332802797,129.33640894087517
23000,울산광역시,31,북구,31200,162,3949.0,20928000000.0,0,0,162,0,0,0,0,0,162,0,0,0,0,0,0,35.628047173626676,129.3325709390242
23001,울산광역시,31,북구,31200,168,3343.0,13144000000.0,0,96,72,0,0,0,0,168,0,0,0,0,0,0,0,35.62710918334925,129.3358675330866
23002,울산광역시,31,북구,31200,126,3663.0,14688000000.0,0,0,66,60,0,0,0,12,114,0,0,0,0,0,0,35.62622021767573,129.3347486579297
23003,울산광역시,31,울주군,31710,88,2517.0,20917000000.0,0,0,54,34,0,0,0,0,6,82,0,0,0,0,0,35.554051253220166,129.2563337710173
23462,울산광역시,31,남구,31140,308,6484.0,45936000000.0,0,188,120,0,0,0,0,0,260,48,0,0,0,0,0,35.53688100399531,129.26047667892604
23463,울산광역시,31,남구,31140,162,3704.0,27016000000.0,0,60,102,0,0,0,0,0,162,0,0,0,0,0,0,35.543220734769314,129.341089150675
23464,울산광역시,31,남구,31140,36,834.0,3768000000.0,0,12,24,0,0,0,0,12,24,0,0,0,0,0,0,35.54179442290429,129.3068755922017
23465,울산광역시,31,남구,31140,24,456.0,1207000000.0,0,24,0,0,0,0,7,17,0,0,0,0,0,0,0,35.54001585311867,129.30464092406086
23466,울산광역시,31,남구,31140,418,8993.0,61676000000.0,0,231,187,0,0,0,0,0,349,69,0,0,0,0,0,35.52721788625848,129.32097370747442
23467,울산광역시,31,남구,31140,138,8296.0,79968000000.0,0,0,0,0,0,138,0,0,0,0,0,12,80,38,8,35.53010206000147,129.30448003722617
23468,울산광역시,31,남구,31140,144,3520.0,13856000000.0,0,0,144,0,0,0,0,102,42,0,0,0,0,0,0,35.5355692360139,129.29905468520732
23469,울산광역시,31,남구,31140,65,1623.0,4544000000.0,0,0,65,0,0,0,0,65,0,0,0,0,0,0,0,35.52797317131727,129.33421858251788
23470,울산광역시,31,남구,31140,240,5552.0,33580000000.0,0,80,160,0,0,0,0,4,236,0,0,0,0,0,0,35.521810388881185,129.32088488705213
23471,울산광역시,31,남구,31140,60,1240.0,5652000000.0,0,22,38,0,0,0,0,28,32,0,0,0,0,0,0,35.53019736080548,129.2956596630773
23472,울산광역시,31,동구,31170,135,2792.0,9740000000.0,0,51,84,0,0,0,0,135,0,0,0,0,0,0,0,35.54042892736286,129.4270662496117
23473,울산광역시,31,동구,31170,120,2149.0,7144000000.0,0,120,0,0,0,0,0,120,0,0,0,0,0,0,0,35.5304763812323,129.43019777607446
